model_file,model_consts,model_type,states,time_constr
leader3.nm,,MDP,364,0.42134928703308105
leader4.nm,,MDP,3172,0.3663654327392578
leader5.nm,,MDP,27299,0.4923403263092041
leader6.nm,,MDP,237656,1.149721622467041
leader7.nm,,MDP,2095783,3.8609514236450195
leader8.nm,,MDP,18674484,13.816326141357422
leader9.nm,,MDP,167748115,52.58415126800537
leader10.nm,,MDP,1516496449,155.1862187385559
